user_id,assignment_group,listener_cohort,market,primary_device,baseline_session_min,baseline_discovery_index,baseline_genre_diversity_index,assignment_date
u_01842,control_standard_recs,discovery_seeker,CA,mobile,41.4,0.357,0.586,2026-05-01
u_01843,control_standard_recs,heavy_playlist_user,US,car,41.5,0.506,0.539,2026-05-01
u_01844,treatment_ai_dj,discovery_seeker,AU,mobile,39.4,0.344,0.438,2026-05-01
u_01845,treatment_ai_dj,discovery_seeker,US,mobile,48.4,0.509,0.4,2026-05-01
u_01846,control_standard_recs,mood_context_listener,US,mobile,38.3,0.274,0.575,2026-05-01
u_01847,control_standard_recs,discovery_seeker,AU,mobile,26.3,0.146,0.749,2026-05-01
u_01848,control_standard_recs,casual_listener,AU,mobile,30.7,0.177,0.101,2026-05-01
u_01849,treatment_ai_dj,genre_loyalist,UK,car,14.3,0.491,0.354,2026-05-01
u_01850,treatment_ai_dj,mood_context_listener,AU,mobile,62.3,0.359,0.514,2026-05-01
u_01851,control_standard_recs,discovery_seeker,US,speaker,48.4,0.23,0.358,2026-05-01
u_01852,treatment_ai_dj,casual_listener,AU,mobile,28.0,0.192,0.184,2026-05-01
u_01853,treatment_ai_dj,discovery_seeker,US,mobile,34.6,0.318,0.403,2026-05-01
u_01854,treatment_ai_dj,genre_loyalist,US,mobile,30.4,0.427,0.585,2026-05-01
u_01855,treatment_ai_dj,casual_listener,US,mobile,56.5,0.533,0.903,2026-05-01
u_01856,control_standard_recs,genre_loyalist,US,car,21.0,0.531,0.706,2026-05-01
u_01857,treatment_ai_dj,mood_context_listener,US,speaker,39.4,0.656,0.528,2026-05-01
u_01858,control_standard_recs,discovery_seeker,US,mobile,36.7,0.097,0.457,2026-05-01
u_01859,treatment_ai_dj,discovery_seeker,US,mobile,47.9,0.477,0.712,2026-05-01
u_01860,treatment_ai_dj,discovery_seeker,US,mobile,36.8,0.327,0.509,2026-05-01
u_01861,treatment_ai_dj,casual_listener,US,car,16.9,0.427,0.569,2026-05-01
u_01862,treatment_ai_dj,mood_context_listener,US,speaker,35.0,0.3,0.261,2026-05-01
u_01863,control_standard_recs,discovery_seeker,US,speaker,26.3,0.125,0.245,2026-05-01
u_01864,treatment_ai_dj,discovery_seeker,CA,mobile,39.0,0.256,0.443,2026-05-01
u_01865,treatment_ai_dj,genre_loyalist,AU,mobile,55.2,0.334,0.124,2026-05-01
u_01866,treatment_ai_dj,discovery_seeker,CA,mobile,17.1,0.401,0.286,2026-05-01
u_01867,control_standard_recs,genre_loyalist,US,mobile,28.4,0.46,0.535,2026-05-01
u_01868,control_standard_recs,casual_listener,CA,mobile,31.4,0.181,0.486,2026-05-01
u_01869,control_standard_recs,heavy_playlist_user,US,mobile,33.4,0.402,0.413,2026-05-01
u_01870,treatment_ai_dj,mood_context_listener,US,mobile,46.9,0.509,0.036,2026-05-01
u_01871,treatment_ai_dj,genre_loyalist,US,speaker,35.9,0.449,0.403,2026-05-01
u_01872,control_standard_recs,mood_context_listener,CA,desktop,43.0,0.059,0.801,2026-05-01
u_01873,treatment_ai_dj,casual_listener,US,mobile,30.5,0.406,0.635,2026-05-01
u_01874,treatment_ai_dj,genre_loyalist,US,mobile,40.8,0.271,0.161,2026-05-01
u_01875,treatment_ai_dj,genre_loyalist,US,mobile,47.3,0.268,0.876,2026-05-01
u_01876,treatment_ai_dj,genre_loyalist,AU,desktop,29.2,0.634,0.339,2026-05-01
u_01877,treatment_ai_dj,discovery_seeker,UK,speaker,47.4,0.558,0.58,2026-05-01
u_01878,treatment_ai_dj,discovery_seeker,US,speaker,38.6,0.281,0.448,2026-05-01
u_01879,control_standard_recs,casual_listener,US,desktop,50.5,0.322,0.418,2026-05-01
u_01880,treatment_ai_dj,discovery_seeker,US,mobile,35.6,0.198,0.178,2026-05-01
u_01881,treatment_ai_dj,casual_listener,UK,mobile,42.6,0.121,0.161,2026-05-01
u_01882,treatment_ai_dj,heavy_playlist_user,US,mobile,37.5,0.588,0.244,2026-05-01
u_01883,treatment_ai_dj,casual_listener,AU,mobile,36.8,0.7,0.255,2026-05-01
u_01884,treatment_ai_dj,casual_listener,US,desktop,41.1,0.687,0.331,2026-05-01
u_01885,control_standard_recs,genre_loyalist,UK,mobile,44.4,0.842,0.432,2026-05-01
u_01886,control_standard_recs,genre_loyalist,US,mobile,23.0,0.513,0.731,2026-05-01
u_01887,control_standard_recs,mood_context_listener,US,mobile,55.2,0.324,0.801,2026-05-01
u_01888,control_standard_recs,genre_loyalist,US,car,15.7,0.458,0.533,2026-05-01
u_01889,treatment_ai_dj,discovery_seeker,US,mobile,29.8,0.431,0.791,2026-05-01
u_01890,treatment_ai_dj,heavy_playlist_user,US,desktop,36.9,0.519,0.797,2026-05-01
u_01891,control_standard_recs,genre_loyalist,CA,mobile,42.9,0.383,0.312,2026-05-01
u_01892,control_standard_recs,casual_listener,US,mobile,56.9,0.401,0.216,2026-05-01
u_01893,treatment_ai_dj,genre_loyalist,UK,mobile,15.7,0.525,0.588,2026-05-01
u_01894,control_standard_recs,mood_context_listener,CA,desktop,31.9,0.204,0.325,2026-05-01
u_01895,treatment_ai_dj,discovery_seeker,US,mobile,12.5,0.57,0.751,2026-05-01
u_01896,treatment_ai_dj,discovery_seeker,CA,speaker,38.4,0.507,0.454,2026-05-01
u_01897,treatment_ai_dj,casual_listener,UK,mobile,41.3,0.079,0.598,2026-05-01
u_01898,control_standard_recs,casual_listener,US,mobile,57.1,0.512,0.774,2026-05-01
u_01899,control_standard_recs,discovery_seeker,CA,car,39.4,0.716,0.462,2026-05-01
u_01900,treatment_ai_dj,genre_loyalist,US,mobile,50.5,0.214,0.297,2026-05-01
u_01901,treatment_ai_dj,casual_listener,US,mobile,45.0,0.574,0.543,2026-05-01
u_01902,control_standard_recs,mood_context_listener,CA,speaker,32.8,0.75,0.173,2026-05-01
u_01903,treatment_ai_dj,heavy_playlist_user,US,mobile,21.1,0.454,0.47,2026-05-01
u_01904,control_standard_recs,genre_loyalist,US,desktop,41.3,0.516,0.549,2026-05-01
u_01905,treatment_ai_dj,heavy_playlist_user,US,mobile,20.1,0.162,0.411,2026-05-01
u_01906,control_standard_recs,casual_listener,CA,mobile,53.5,0.556,0.597,2026-05-01
u_01907,treatment_ai_dj,genre_loyalist,AU,mobile,36.1,0.454,0.332,2026-05-01
u_01908,control_standard_recs,genre_loyalist,US,speaker,52.3,0.616,0.628,2026-05-01
u_01909,control_standard_recs,heavy_playlist_user,UK,mobile,32.2,0.622,0.648,2026-05-01
u_01910,control_standard_recs,heavy_playlist_user,AU,desktop,41.2,0.486,0.798,2026-05-01
u_01911,control_standard_recs,discovery_seeker,US,car,40.5,0.455,0.462,2026-05-01
u_01912,treatment_ai_dj,mood_context_listener,US,mobile,37.5,0.295,0.396,2026-05-01
u_01913,treatment_ai_dj,casual_listener,UK,mobile,32.8,0.403,0.794,2026-05-01
u_01914,control_standard_recs,mood_context_listener,CA,mobile,42.7,0.703,0.448,2026-05-01
u_01915,control_standard_recs,mood_context_listener,AU,mobile,26.9,0.421,0.446,2026-05-01
u_01916,treatment_ai_dj,casual_listener,US,mobile,23.5,0.721,0.309,2026-05-01
u_01917,treatment_ai_dj,heavy_playlist_user,US,desktop,52.9,0.693,0.839,2026-05-01
u_01918,treatment_ai_dj,casual_listener,US,car,46.7,0.26,0.622,2026-05-01
u_01919,control_standard_recs,discovery_seeker,US,car,38.8,0.381,0.685,2026-05-01
u_01920,control_standard_recs,genre_loyalist,US,speaker,58.0,0.257,0.863,2026-05-01
u_01921,treatment_ai_dj,genre_loyalist,CA,speaker,34.8,0.654,0.429,2026-05-01
u_01922,control_standard_recs,mood_context_listener,US,mobile,53.9,0.435,0.802,2026-05-01
u_01923,treatment_ai_dj,heavy_playlist_user,CA,desktop,40.1,0.434,0.776,2026-05-01
u_01924,control_standard_recs,genre_loyalist,US,speaker,25.7,0.557,0.389,2026-05-01
u_01925,treatment_ai_dj,heavy_playlist_user,UK,mobile,60.2,0.832,0.619,2026-05-01
u_01926,control_standard_recs,mood_context_listener,US,car,49.9,0.816,0.849,2026-05-01
u_01927,treatment_ai_dj,casual_listener,US,mobile,36.5,0.378,0.376,2026-05-01
u_01928,control_standard_recs,mood_context_listener,US,desktop,46.7,0.726,0.665,2026-05-01
u_01929,treatment_ai_dj,casual_listener,IE,desktop,33.2,0.607,0.236,2026-05-01
u_01930,control_standard_recs,heavy_playlist_user,CA,car,47.9,0.569,0.841,2026-05-01
u_01931,treatment_ai_dj,discovery_seeker,US,mobile,9.3,0.874,0.409,2026-05-01
u_01932,treatment_ai_dj,casual_listener,US,desktop,25.8,0.202,0.416,2026-05-01
u_01933,treatment_ai_dj,discovery_seeker,AU,mobile,49.8,0.332,0.424,2026-05-01
u_01934,treatment_ai_dj,genre_loyalist,US,mobile,35.0,0.699,0.259,2026-05-01
u_01935,treatment_ai_dj,discovery_seeker,US,speaker,40.5,0.335,0.584,2026-05-01
u_01936,treatment_ai_dj,casual_listener,US,mobile,21.8,0.517,0.499,2026-05-01
u_01937,control_standard_recs,genre_loyalist,IE,desktop,60.2,0.277,0.161,2026-05-01
u_01938,treatment_ai_dj,mood_context_listener,US,mobile,52.3,0.334,0.478,2026-05-01
u_01939,control_standard_recs,discovery_seeker,US,mobile,35.6,0.561,0.368,2026-05-01
u_01940,control_standard_recs,casual_listener,AU,desktop,33.1,0.58,0.536,2026-05-01
u_01941,control_standard_recs,discovery_seeker,US,mobile,50.4,0.317,0.855,2026-05-01
u_01942,control_standard_recs,casual_listener,US,mobile,61.8,0.57,0.575,2026-05-01
u_01943,treatment_ai_dj,heavy_playlist_user,US,car,49.4,0.371,0.269,2026-05-01
u_01944,treatment_ai_dj,heavy_playlist_user,AU,mobile,64.1,0.57,0.294,2026-05-01
u_01945,treatment_ai_dj,genre_loyalist,US,desktop,26.9,0.437,0.77,2026-05-01
u_01946,treatment_ai_dj,discovery_seeker,IE,mobile,28.2,0.495,0.465,2026-05-01
u_01947,control_standard_recs,heavy_playlist_user,UK,mobile,23.7,0.408,0.157,2026-05-01
u_01948,control_standard_recs,genre_loyalist,US,mobile,43.3,0.148,0.115,2026-05-01
u_01949,control_standard_recs,heavy_playlist_user,IE,mobile,40.1,0.362,0.574,2026-05-01
u_01950,control_standard_recs,genre_loyalist,US,mobile,36.2,0.489,0.773,2026-05-01
u_01951,control_standard_recs,heavy_playlist_user,US,mobile,47.7,0.382,0.139,2026-05-01
u_01952,control_standard_recs,genre_loyalist,US,mobile,52.8,0.799,0.631,2026-05-01
u_01953,treatment_ai_dj,discovery_seeker,US,mobile,19.7,0.589,0.496,2026-05-01
u_01954,treatment_ai_dj,mood_context_listener,US,mobile,30.8,0.475,0.457,2026-05-01
u_01955,treatment_ai_dj,genre_loyalist,US,mobile,47.8,0.49,0.698,2026-05-01
u_01956,treatment_ai_dj,genre_loyalist,US,mobile,32.4,0.112,0.108,2026-05-01
u_01957,treatment_ai_dj,casual_listener,CA,car,28.4,0.509,0.381,2026-05-01
u_01958,control_standard_recs,genre_loyalist,US,desktop,50.2,0.562,0.172,2026-05-01
u_01959,treatment_ai_dj,genre_loyalist,IE,desktop,22.5,0.28,0.611,2026-05-01
u_01960,treatment_ai_dj,casual_listener,US,mobile,34.4,0.282,0.432,2026-05-01
u_01961,control_standard_recs,casual_listener,US,car,41.9,0.185,0.614,2026-05-01
u_01962,control_standard_recs,genre_loyalist,US,desktop,31.1,0.224,0.005,2026-05-01
u_01963,treatment_ai_dj,heavy_playlist_user,US,speaker,47.4,0.946,0.266,2026-05-01
u_01964,control_standard_recs,genre_loyalist,US,mobile,31.2,0.605,0.771,2026-05-01
u_01965,treatment_ai_dj,casual_listener,CA,car,54.9,0.493,0.49,2026-05-01
u_01966,treatment_ai_dj,heavy_playlist_user,AU,speaker,36.5,0.5,0.258,2026-05-01
u_01967,control_standard_recs,casual_listener,IE,speaker,46.1,0.79,0.297,2026-05-01
u_01968,control_standard_recs,discovery_seeker,US,mobile,47.0,0.661,0.843,2026-05-01
u_01969,control_standard_recs,casual_listener,AU,mobile,30.5,0.11,0.439,2026-05-01
u_01970,control_standard_recs,casual_listener,US,mobile,13.4,0.249,0.377,2026-05-01
u_01971,control_standard_recs,casual_listener,US,mobile,42.3,0.524,0.762,2026-05-01
u_01972,treatment_ai_dj,discovery_seeker,AU,speaker,38.9,0.452,0.265,2026-05-01
u_01973,control_standard_recs,casual_listener,UK,mobile,44.7,0.446,0.439,2026-05-01
u_01974,treatment_ai_dj,discovery_seeker,US,mobile,35.3,0.164,0.424,2026-05-01
u_01975,control_standard_recs,genre_loyalist,US,mobile,32.8,0.365,0.544,2026-05-01
u_01976,treatment_ai_dj,genre_loyalist,US,mobile,62.1,0.558,0.867,2026-05-01
u_01977,control_standard_recs,discovery_seeker,CA,mobile,20.3,0.28,0.087,2026-05-01
u_01978,control_standard_recs,heavy_playlist_user,US,speaker,46.8,0.146,0.493,2026-05-01
u_01979,treatment_ai_dj,casual_listener,IE,mobile,31.1,0.615,0.285,2026-05-01
u_01980,treatment_ai_dj,genre_loyalist,US,mobile,34.0,0.141,0.548,2026-05-01
u_01981,control_standard_recs,casual_listener,US,mobile,34.2,0.588,0.728,2026-05-01
u_01982,treatment_ai_dj,casual_listener,US,mobile,28.4,0.416,0.599,2026-05-01
u_01983,control_standard_recs,genre_loyalist,US,mobile,44.9,0.395,0.225,2026-05-01
u_01984,control_standard_recs,genre_loyalist,US,desktop,54.7,0.588,0.444,2026-05-01
u_01985,control_standard_recs,mood_context_listener,CA,desktop,43.6,0.338,0.17,2026-05-01
u_01986,control_standard_recs,genre_loyalist,AU,desktop,39.2,0.669,0.106,2026-05-01
u_01987,treatment_ai_dj,mood_context_listener,AU,desktop,26.2,0.302,0.141,2026-05-01
u_01988,control_standard_recs,casual_listener,CA,mobile,44.2,0.5,0.699,2026-05-01
u_01989,control_standard_recs,casual_listener,AU,car,63.9,0.291,0.391,2026-05-01
u_01990,treatment_ai_dj,casual_listener,US,speaker,33.4,0.474,0.684,2026-05-01
u_01991,treatment_ai_dj,casual_listener,CA,car,33.5,0.554,0.433,2026-05-01
u_01992,control_standard_recs,genre_loyalist,US,mobile,31.3,0.495,0.786,2026-05-01
u_01993,treatment_ai_dj,genre_loyalist,US,car,32.1,0.176,0.223,2026-05-01
u_01994,control_standard_recs,casual_listener,US,speaker,8.0,0.617,0.64,2026-05-01
u_01995,treatment_ai_dj,mood_context_listener,US,speaker,42.9,0.647,0.658,2026-05-01
u_01996,treatment_ai_dj,mood_context_listener,US,mobile,27.9,0.544,0.507,2026-05-01
u_01997,treatment_ai_dj,discovery_seeker,IE,desktop,18.7,0.271,0.167,2026-05-01
u_01998,control_standard_recs,casual_listener,US,car,47.0,0.362,0.239,2026-05-01
u_01999,control_standard_recs,casual_listener,US,desktop,25.0,0.569,0.369,2026-05-01
u_02000,control_standard_recs,casual_listener,US,mobile,33.9,0.331,0.65,2026-05-01
u_02001,control_standard_recs,casual_listener,US,car,55.6,0.49,0.885,2026-05-01
u_02002,control_standard_recs,genre_loyalist,US,mobile,21.1,0.139,0.104,2026-05-01
u_02003,treatment_ai_dj,discovery_seeker,US,desktop,19.6,0.402,0.435,2026-05-01
u_02004,control_standard_recs,discovery_seeker,US,mobile,41.2,0.679,0.259,2026-05-01
u_02005,control_standard_recs,mood_context_listener,US,car,51.8,0.152,0.531,2026-05-01
u_02006,treatment_ai_dj,heavy_playlist_user,CA,mobile,19.1,0.185,0.397,2026-05-01
u_02007,control_standard_recs,mood_context_listener,CA,mobile,42.9,0.277,0.654,2026-05-01
u_02008,treatment_ai_dj,casual_listener,US,desktop,45.0,0.118,0.527,2026-05-01
u_02009,control_standard_recs,discovery_seeker,US,speaker,13.3,0.212,0.501,2026-05-01
u_02010,control_standard_recs,genre_loyalist,US,desktop,47.6,0.454,0.647,2026-05-01
u_02011,control_standard_recs,casual_listener,CA,car,48.5,0.175,0.477,2026-05-01
u_02012,control_standard_recs,casual_listener,US,car,34.3,0.328,0.417,2026-05-01
u_02013,treatment_ai_dj,heavy_playlist_user,US,mobile,53.0,0.563,0.695,2026-05-01
u_02014,control_standard_recs,genre_loyalist,CA,mobile,51.6,0.17,0.607,2026-05-01
u_02015,treatment_ai_dj,discovery_seeker,US,mobile,39.2,0.514,0.434,2026-05-01
u_02016,control_standard_recs,genre_loyalist,US,mobile,32.6,0.669,0.548,2026-05-01
u_02017,control_standard_recs,discovery_seeker,US,mobile,26.3,0.397,0.294,2026-05-01
u_02018,treatment_ai_dj,casual_listener,AU,car,37.5,0.517,0.747,2026-05-01
u_02019,control_standard_recs,discovery_seeker,AU,speaker,44.8,0.146,0.306,2026-05-01
u_02020,treatment_ai_dj,casual_listener,UK,mobile,34.1,0.191,0.275,2026-05-01
u_02021,treatment_ai_dj,casual_listener,US,mobile,11.6,0.635,0.259,2026-05-01
u_02022,treatment_ai_dj,mood_context_listener,US,desktop,53.2,0.14,0.661,2026-05-01
u_02023,treatment_ai_dj,genre_loyalist,IE,mobile,40.3,0.362,0.614,2026-05-01
u_02024,control_standard_recs,heavy_playlist_user,IE,mobile,33.4,0.299,0.169,2026-05-01
u_02025,control_standard_recs,discovery_seeker,US,speaker,48.3,0.538,0.556,2026-05-01
u_02026,control_standard_recs,discovery_seeker,CA,car,56.3,0.471,0.36,2026-05-01
u_02027,treatment_ai_dj,casual_listener,US,mobile,8.0,0.7,0.849,2026-05-01
u_02028,treatment_ai_dj,casual_listener,US,speaker,43.2,0.726,0.115,2026-05-01
u_02029,control_standard_recs,casual_listener,UK,mobile,20.9,0.343,0.252,2026-05-01
u_02030,treatment_ai_dj,heavy_playlist_user,US,desktop,44.0,0.287,0.798,2026-05-01
u_02031,control_standard_recs,heavy_playlist_user,AU,mobile,39.5,0.289,0.608,2026-05-01
u_02032,treatment_ai_dj,genre_loyalist,US,mobile,45.6,0.151,0.464,2026-05-01
u_02033,control_standard_recs,genre_loyalist,US,car,32.0,0.706,0.505,2026-05-01
u_02034,treatment_ai_dj,mood_context_listener,AU,mobile,15.5,0.454,0.483,2026-05-01
u_02035,treatment_ai_dj,casual_listener,AU,desktop,32.6,0.749,0.152,2026-05-01
u_02036,control_standard_recs,discovery_seeker,US,mobile,42.9,0.26,0.838,2026-05-01
u_02037,control_standard_recs,discovery_seeker,US,mobile,50.2,0.099,0.42,2026-05-01
u_02038,control_standard_recs,heavy_playlist_user,UK,mobile,23.9,0.179,0.021,2026-05-01
u_02039,control_standard_recs,mood_context_listener,US,mobile,50.3,0.369,0.441,2026-05-01
u_02040,control_standard_recs,discovery_seeker,IE,desktop,30.2,0.391,0.294,2026-05-01
u_02041,treatment_ai_dj,mood_context_listener,AU,mobile,42.3,0.613,0.667,2026-05-01
u_02042,treatment_ai_dj,heavy_playlist_user,US,desktop,31.9,0.864,0.678,2026-05-01
u_02043,treatment_ai_dj,casual_listener,US,desktop,40.2,0.35,0.578,2026-05-01
u_02044,control_standard_recs,discovery_seeker,US,desktop,48.7,0.235,0.403,2026-05-01
u_02045,treatment_ai_dj,discovery_seeker,AU,mobile,23.3,0.305,0.459,2026-05-01
u_02046,treatment_ai_dj,mood_context_listener,US,car,29.8,0.727,0.859,2026-05-01
u_02047,control_standard_recs,casual_listener,US,mobile,40.2,0.536,0.524,2026-05-01
u_02048,treatment_ai_dj,heavy_playlist_user,US,mobile,66.8,0.289,0.342,2026-05-01
u_02049,treatment_ai_dj,discovery_seeker,UK,mobile,27.6,0.213,0.182,2026-05-01
u_02050,control_standard_recs,heavy_playlist_user,US,mobile,62.5,0.424,0.381,2026-05-01
u_02051,control_standard_recs,discovery_seeker,US,mobile,62.1,0.543,0.52,2026-05-01
u_02052,control_standard_recs,genre_loyalist,AU,desktop,36.8,0.424,0.655,2026-05-01
u_02053,control_standard_recs,heavy_playlist_user,AU,mobile,34.4,0.22,0.288,2026-05-01
u_02054,treatment_ai_dj,heavy_playlist_user,CA,mobile,29.7,0.384,0.824,2026-05-01
u_02055,treatment_ai_dj,mood_context_listener,US,speaker,37.2,0.093,0.849,2026-05-01
u_02056,treatment_ai_dj,casual_listener,US,mobile,21.1,0.374,0.162,2026-05-01
u_02057,control_standard_recs,heavy_playlist_user,UK,mobile,37.1,0.206,0.502,2026-05-01
u_02058,control_standard_recs,casual_listener,US,mobile,56.0,0.297,0.432,2026-05-01
u_02059,treatment_ai_dj,discovery_seeker,AU,speaker,30.7,0.27,0.314,2026-05-01
u_02060,treatment_ai_dj,genre_loyalist,UK,mobile,35.1,0.574,0.614,2026-05-01
u_02061,control_standard_recs,discovery_seeker,US,mobile,17.6,0.748,0.655,2026-05-01
u_02062,treatment_ai_dj,genre_loyalist,AU,mobile,42.5,0.353,0.33,2026-05-01
u_02063,treatment_ai_dj,mood_context_listener,IE,desktop,41.2,0.357,0.241,2026-05-01
u_02064,control_standard_recs,casual_listener,US,desktop,38.8,0.727,0.451,2026-05-01
u_02065,control_standard_recs,heavy_playlist_user,US,speaker,35.4,0.477,0.429,2026-05-01
u_02066,treatment_ai_dj,discovery_seeker,US,mobile,34.5,0.363,0.596,2026-05-01
u_02067,control_standard_recs,casual_listener,US,mobile,44.0,0.719,0.525,2026-05-01
u_02068,control_standard_recs,casual_listener,US,mobile,37.7,0.103,0.584,2026-05-01
u_02069,control_standard_recs,mood_context_listener,US,mobile,41.8,0.294,0.631,2026-05-01
u_02070,control_standard_recs,mood_context_listener,IE,mobile,40.6,0.246,0.386,2026-05-01
u_02071,treatment_ai_dj,mood_context_listener,US,mobile,51.5,0.583,0.654,2026-05-01
u_02072,treatment_ai_dj,mood_context_listener,US,mobile,46.1,0.688,0.706,2026-05-01
u_02073,control_standard_recs,casual_listener,UK,desktop,40.3,0.705,0.229,2026-05-01
u_02074,treatment_ai_dj,discovery_seeker,US,mobile,56.2,0.22,0.616,2026-05-01
u_02075,treatment_ai_dj,heavy_playlist_user,AU,desktop,43.0,0.643,0.326,2026-05-01
u_02076,treatment_ai_dj,genre_loyalist,US,mobile,53.7,0.255,0.254,2026-05-01
u_02077,control_standard_recs,discovery_seeker,US,mobile,45.3,0.387,0.691,2026-05-01
u_02078,control_standard_recs,discovery_seeker,US,mobile,15.9,0.561,0.188,2026-05-01
u_02079,treatment_ai_dj,genre_loyalist,CA,mobile,53.7,0.522,0.817,2026-05-01
u_02080,treatment_ai_dj,genre_loyalist,US,mobile,39.6,0.187,0.421,2026-05-01
u_02081,control_standard_recs,casual_listener,CA,mobile,37.4,0.316,0.705,2026-05-01
u_02082,control_standard_recs,genre_loyalist,US,car,41.4,0.271,0.653,2026-05-01
u_02083,control_standard_recs,genre_loyalist,US,desktop,33.9,0.248,0.348,2026-05-01
u_02084,treatment_ai_dj,genre_loyalist,US,mobile,40.7,0.494,0.424,2026-05-01
u_02085,treatment_ai_dj,casual_listener,IE,speaker,30.9,0.124,0.488,2026-05-01
u_02086,control_standard_recs,heavy_playlist_user,AU,desktop,53.3,0.279,0.208,2026-05-01
u_02087,control_standard_recs,casual_listener,US,desktop,36.6,0.393,0.395,2026-05-01
u_02088,treatment_ai_dj,discovery_seeker,US,speaker,33.4,0.218,0.326,2026-05-01
u_02089,treatment_ai_dj,heavy_playlist_user,US,mobile,26.9,0.412,0.613,2026-05-01
u_02090,control_standard_recs,genre_loyalist,US,mobile,41.2,0.663,0.328,2026-05-01
u_02091,treatment_ai_dj,discovery_seeker,US,mobile,40.2,0.283,0.412,2026-05-01
u_02092,treatment_ai_dj,heavy_playlist_user,AU,mobile,42.7,0.399,0.371,2026-05-01
u_02093,control_standard_recs,genre_loyalist,AU,mobile,25.7,0.599,0.407,2026-05-01
u_02094,treatment_ai_dj,heavy_playlist_user,US,mobile,18.8,0.164,0.509,2026-05-01
u_02095,control_standard_recs,heavy_playlist_user,US,car,45.5,0.483,0.522,2026-05-01
u_02096,treatment_ai_dj,genre_loyalist,AU,car,55.8,0.418,0.599,2026-05-01
u_02097,treatment_ai_dj,genre_loyalist,CA,speaker,25.7,0.289,0.791,2026-05-01
u_02098,treatment_ai_dj,casual_listener,US,speaker,57.1,0.403,0.709,2026-05-01
u_02099,treatment_ai_dj,discovery_seeker,US,car,41.4,0.569,0.911,2026-05-01
u_02100,control_standard_recs,discovery_seeker,US,mobile,37.9,0.285,0.315,2026-05-01
u_02101,treatment_ai_dj,genre_loyalist,US,mobile,33.2,0.568,0.595,2026-05-01
u_02102,treatment_ai_dj,genre_loyalist,US,mobile,21.4,0.157,0.495,2026-05-01
u_02103,control_standard_recs,discovery_seeker,US,speaker,49.9,0.303,0.554,2026-05-01
u_02104,treatment_ai_dj,casual_listener,UK,mobile,28.7,0.593,0.576,2026-05-01
u_02105,treatment_ai_dj,genre_loyalist,US,desktop,28.6,0.167,0.28,2026-05-01
u_02106,control_standard_recs,discovery_seeker,US,mobile,49.9,0.384,0.43,2026-05-01
u_02107,treatment_ai_dj,heavy_playlist_user,US,mobile,15.4,0.445,0.108,2026-05-01
u_02108,treatment_ai_dj,casual_listener,CA,desktop,19.7,0.374,0.64,2026-05-01
u_02109,control_standard_recs,genre_loyalist,AU,mobile,37.8,0.725,0.223,2026-05-01
u_02110,treatment_ai_dj,mood_context_listener,US,mobile,41.5,0.353,0.309,2026-05-01
u_02111,control_standard_recs,casual_listener,US,mobile,43.8,0.675,0.305,2026-05-01
u_02112,control_standard_recs,genre_loyalist,IE,mobile,34.4,0.476,0.573,2026-05-01
u_02113,control_standard_recs,casual_listener,US,desktop,68.4,0.253,0.638,2026-05-01
u_02114,treatment_ai_dj,genre_loyalist,US,mobile,35.3,0.453,0.196,2026-05-01
u_02115,treatment_ai_dj,genre_loyalist,US,mobile,35.2,0.306,0.025,2026-05-01
u_02116,control_standard_recs,discovery_seeker,US,mobile,28.4,0.587,0.631,2026-05-01
u_02117,control_standard_recs,genre_loyalist,US,speaker,39.5,0.669,0.758,2026-05-01
u_02118,treatment_ai_dj,mood_context_listener,AU,mobile,45.4,0.652,0.679,2026-05-01
u_02119,control_standard_recs,casual_listener,UK,desktop,52.4,0.597,0.689,2026-05-01
u_02120,treatment_ai_dj,casual_listener,US,desktop,20.1,0.31,0.377,2026-05-01
u_02121,treatment_ai_dj,mood_context_listener,AU,mobile,35.0,0.436,0.651,2026-05-01
u_02122,treatment_ai_dj,genre_loyalist,US,speaker,43.4,0.203,0.806,2026-05-01
u_02123,treatment_ai_dj,mood_context_listener,US,desktop,45.0,0.8,0.183,2026-05-01
u_02124,control_standard_recs,genre_loyalist,US,mobile,38.1,0.328,0.909,2026-05-01
u_02125,treatment_ai_dj,heavy_playlist_user,UK,mobile,44.5,0.606,0.56,2026-05-01
u_02126,treatment_ai_dj,discovery_seeker,US,car,28.3,0.12,0.366,2026-05-01
u_02127,treatment_ai_dj,heavy_playlist_user,US,desktop,56.7,0.422,0.821,2026-05-01
u_02128,control_standard_recs,mood_context_listener,UK,mobile,49.9,0.125,0.306,2026-05-01
u_02129,treatment_ai_dj,genre_loyalist,UK,mobile,21.9,0.745,0.497,2026-05-01
u_02130,control_standard_recs,casual_listener,UK,speaker,25.1,0.344,0.378,2026-05-01
u_02131,control_standard_recs,discovery_seeker,US,desktop,25.4,0.547,0.18,2026-05-01
u_02132,control_standard_recs,casual_listener,US,speaker,46.1,0.497,0.712,2026-05-01
u_02133,treatment_ai_dj,discovery_seeker,US,mobile,22.6,0.17,0.37,2026-05-01
u_02134,treatment_ai_dj,discovery_seeker,US,desktop,34.0,0.309,0.666,2026-05-01
u_02135,treatment_ai_dj,genre_loyalist,IE,mobile,43.5,0.378,0.545,2026-05-01
u_02136,treatment_ai_dj,genre_loyalist,US,mobile,37.2,0.078,0.83,2026-05-01
u_02137,control_standard_recs,discovery_seeker,US,desktop,41.1,0.516,0.619,2026-05-01
